Unnamed: 0,situation,emotion
41,Once I was ashamed b/c my husband asked me not to tell my mom that he was actually busy when she needed his help with something.  I ended up telling her and he found out and was pretty upset with me.,ashamed
42,"There was a neighbor I never had met that called my son a derogatory name one time when he was riding his bike. She didn't like that he got in her yard a little bit when he went around the corner and was very ugly to him, and he was only 10 years old at the time. ",furious
43,"I am continually value *health*. Too often, I see people either squandering it or not appreciating it until it's gone.",grateful
44,"Every time I look through older photos of my children, I'm taken right back to the time they were that size!",sentimental
45,I have to say that at my wedding I felt the most confident I have ever felt.  I felt beautiful and ready to conquer the world!,confident
46,"My husband and I both work for ourselves, so as the end of the month approaches, we can sometimes feel a little worried about bringing in the funds we need.",anxious
47,"Once, I had plans to meet up with an old flame. I got to the spot and spotted her from across the room. She gave me a big hug, and then introduced me to her new boyfriend.",jealous
48,"I recently booked our vacation accommodations in Florida, which we are going to in a few weeks. We have a large beachfront condo and I can't wait!",excited
49,"My friend Maria and I had plans for brunch. We were supposed to meet at 11, but she didn't even call me till 3. I had work at 5, so the day was a waste.",annoyed
50,Once I was super afraid b/c there was this guys following me and my mom at this grocery store.  I wasn't sure what to do about the situation so I told the manager at the store and he had someone walk me and my mom out to my car so we would be safe.,afraid
51," I waited at a restaurant for 30 minutes before I called and left my girlfriend an angry voicemail. Turns out she had been in a car crash, and was talking to the Police Officer.",guilty
52,"I went to my girlfriend's work party. I ended up drinking too much with her co-workers. She made me feel better when we got home, and blamed it on one guy in particular.",grateful
53,"I had tickets to see Jay-Z and Beyonce at an outdoor venue. The big day came, and tropical storm hit. Not only did the concert get rained out, but no one got a refund.",disappointed
54,I came home from vacation and my long lost friend was sleeping on my couch. We all thought he had died in a monsoon in Thailand.,surprised
55,"My husband came home from shopping a couple days before Mother's Day and he gave me some unexpected gifts. He had got me a beautiful diamond ring, along with some other wonderful gifts!",surprised
56,"I went in for a third interview at a company considering me. The owner was in attendance, and I could see he was impressed with my portfolio. They told me they still were looking at two other candidates, but I bet I'll get an offer tonight or tomorrow.",confident
57,"I was at the World's Largest Pistachio when an armed man burst in to the gift shop. He was in a shootout with the Police, but he never acted like he was going to hurt us. I'm just happy to be alive",terrified
58,"I had a friend's boyfriend make a pass at me when I went to visit my friend. He actually kissed me, and this made me very upset. I couldn't believe the nerve!",angry
59,"This past Friday night our refrigerator stopped working! We had to go all weekend without it, which lead to having to throw out a lot of food and some strong odors! It was Monday before we were able to get it repaired.",disgusted
60,"I felt bad recently because I was dishonest with my friend about her boyfriend. He had made a pass at me, but I never told her about it. ",guilty
61,"I hug my mom from behind, and it was not my mom",embarrassed
62,"I have a vacation condo in Florida at the beach reserved in a few weeks. It is right on the beach, with gorgeous ocean views and I can't wait to go.",anticipating
63,"I was so proud of my 15 year old daughter. She was determined to work this summer, even with us telling her no one would hire her unless she was 16. She persevered and we were wrong -- she was hired at the first job she interviewed for!",proud
64,"I am annoyed by people who won't return their grocery carts, and just leave them in the parking lot!",annoyed
65,"I wnet home, and my wife surpises me with a picture of our future baby.",joyful
66,"I love when I'm in the ""flow"" doing what I'm doing -- whether it's speaking or doing large-scale visual capture of meetings.",confident
67,I am impressed by leaders who know it's best to surround themselves with people who are smarter/better/more experienced than themselves in some areas.,impressed
68,I was so happy the day I learned I was pregnant with our first child!,joyful
69,"I came in the room on mother's day. I expected a couple of gifts not balloons, tons of gifts and flowers. The gifts were so heartfelt too.",surprised
