Unnamed: 0,situation,emotion,labels
209,my mother gave me a car as a birthday present,impressed,['Calm']
210,I was unhappy when my girlfriend broke up with me,sad,"['Distress', 'Helplessness']"
211,"I have such a big heart, i love my people.",caring,['Calm']
212,I feel happy with life right now. I have a nice job and things are going my way.,content,['Calm']
213,I was expectant of getting a new phone ,hopeful,"['Calm', 'Urgency']"
214,Honoring my relationship is extremely important to me.,faithful,['Calm']
215,"There was a time, I fell down in the mall, it felt so devasted that day",embarrassed,"['Distress', 'Helplessness']"
216,"A you tuber bought me a car,it totally caught me off gurd.",surprised,"['Urgency', 'Anxiety']"
217,my parents travelled and am left alone in the house,lonely,"['Distress', 'Helplessness']"
218,"Seriously, is not a good situation to be.",sad,"['Distress', 'Helplessness']"
219,I was amazed when my dad bought me a new car,surprised,"['Urgency', 'Anxiety']"
220,I feel down in front of my students during games.,embarrassed,"['Distress', 'Helplessness']"
221,I feel scared of the future because it's so uncertain. I feel like I always have a lot to lose.,afraid,"['Fear', 'Anxiety']"
222,I have just won the lottery!,excited,['Urgency']
223,I was thankful I got to go on mission trips in high school.,grateful,['Calm']
224,I was expectant to see my mom after 5years,anticipating,"['Urgency', 'Anxiety']"
225,"I didn't like it,my team lost during yesterdays match between England  and Croatia",sad,"['Distress', 'Helplessness']"
226,"My mum told me were travelling out, so I felt happy because I was ready for it",prepared,"['Calm', 'Urgency']"
227,i abused my sister,guilty,"['Distress', 'Helplessness']"
228,I was ready to face anyone to a fight,prepared,"['Calm', 'Urgency']"
229,"My puppy urinated on my outing cloth, I became so angry, that I tried to hit her",furious,"['Aggression', 'Coercion', 'Panic']"
230,The thought of having a third child in our family is overwhelming.,joyful,['Calm']
231,i will be a masters student soon,anticipating,"['Urgency', 'Anxiety']"
232,I left some aluminum foil with egg leftovers on my counter for 3 days and came back to maggots.,disgusted,"['Aggression', 'Distress']"
233,I brokedown when I got a bad news,devastated,"['Distress', 'Helplessness', 'Panic']"
234,I sometimes feel sad about things when I shouldn't It might be depression.,sad,"['Distress', 'Helplessness']"
235,I can't wait to watch the world cup finals.,excited,['Urgency']
236,my friends went for a vacation,jealous,"['Coercion', 'Distress']"
237,"I lost someone special long time ago, I felt so gloomy and depressed",sad,"['Distress', 'Helplessness']"
238,I drove out to the park but my buddy cancelled.,disappointed,"['Distress', 'Helplessness']"
239,I was thankful to get an applause from the crowd,grateful,['Calm']
240,I was surprised this night that I'm so awake. I really haven't slept well lately.,surprised,"['Urgency', 'Anxiety']"
241,It can be boring not to have a romantic kind of relationship.,lonely,"['Distress', 'Helplessness']"
242,i am going to the dance and i won the prize.,confident,['Calm']
243,It tells that tomorrow will be better,hopeful,"['Calm', 'Urgency']"
244,My youngest daughter made me happy.,proud,['Calm']
245,I love how far France has come to world cup,proud,['Calm']
246,I was very happy to see my brother,excited,['Urgency']
247,"I missed my flight that I paid heavily for, I was so annoyed",furious,"['Aggression', 'Coercion', 'Panic']"
248,I feel devastated that I might be doing this work incorrectly. I don't know if it will hurt me.,devastated,"['Distress', 'Helplessness', 'Panic']"
249,I feel grateful that I have so much in my life. I have a nice apartment with so many useful items.,grateful,['Calm']
250,I was so curious about being alone,anxious,"['Anxiety', 'Panic']"
251,my neighbour is olay,annoyed,['Aggression']
252,"I went out and came back late, so I lied to my mum, I really felt bad about it",guilty,"['Distress', 'Helplessness']"
253,I feel sad that I am spending so much time this late on the internet. I really could use some sleep for tomorrow.,sad,"['Distress', 'Helplessness']"
254,i dont like hospitals,afraid,"['Fear', 'Anxiety']"
255,My cat died.,sad,"['Distress', 'Helplessness']"
256,"My parents traveled for about a year, I felt all alone, because there was no one to talk to in the house",lonely,"['Distress', 'Helplessness']"
257,Doing a race with the wrong shoes.,apprehensive,"['Anxiety', 'Fear']"
258,I was pretty amazed when my grand father bought me a gold wrist watch,surprised,"['Urgency', 'Anxiety']"
259,I put together a shelf with odd parts.,proud,['Calm']
260,"I passed my license exam last month, I was so happy because the exam was difficult",excited,['Urgency']
261,I was expectant of money lately,anticipating,"['Urgency', 'Anxiety']"
262,I was late for a meeing.,terrified,"['Fear', 'Panic']"
263,"I stole my mum's money when I was 4years old,, I felt bad about it though",guilty,"['Distress', 'Helplessness']"
264,I was amazed yesterday ,surprised,"['Urgency', 'Anxiety']"
265,"I was so tired last Saturday, my friend came to my house and helped me with my chores, I was very happy",grateful,['Calm']
266,I was ready for lunch ,prepared,"['Calm', 'Urgency']"
267,"My elder sister gave birth to a bouncing baby boy, it was really a happy moment in the family",joyful,['Calm']
268,It's good to be trustworthy in relationships ,faithful,['Calm']
269,Was really believing to get enough money this weekend ,hopeful,"['Calm', 'Urgency']"
270,I went for a job interview.  I had studied so hard and researched the company for weeks beforehand.  In the interview it was great because I could answer all the questions with ease.  I was very proud and felt on top of the world when I left.  Half an hour later I got the phonecall that I got the job!,confident,['Calm']
271,I was very expectant of money ,anticipating,"['Urgency', 'Anxiety']"
272,I accidently wore two odd shoes to work yesterday.  I had a really early start and I was half asleep getting ready.  I just grabbed two pumps and put them on.  When I got to work one of my male colleagues pointed out my mistake!  One shoes was plain black while the other had a little pink and black bow at the front.  I was mortified though my colleagues thought it was the funniest thing ever.,embarrassed,"['Distress', 'Helplessness']"
273,"I put my food on fire, just to check something outside, and my food got burnt",furious,"['Aggression', 'Coercion', 'Panic']"
274,"I am the best student in my class, no one competes with me",proud,['Calm']
275,"I wrote medical school exam up to 3times and failed, but this time I passed it with flying colours, ",joyful,['Calm']
276,I felt leftout when I was in a train yesterday ,lonely,"['Distress', 'Helplessness']"
277,I was expecting to see Beyonce in a concert yesterday ,anticipating,"['Urgency', 'Anxiety']"
278,"He actually came back with a gold medal, I was actually doubting him for a while.",impressed,['Calm']
279,"It motivates, encourages to you to push on in anything you are doing.",impressed,['Calm']
280,You have to be happy in order to live long,excited,['Urgency']
281,I just saw an ad on television for a music festival.  It brought back memories of my college days and the concert events we went to!,nostalgic,"['Calm', 'Distress']"
282,"I have done all my paper work for my exam tomorrow, now i can relax until tomorrow.",prepared,"['Calm', 'Urgency']"
283,My surgery showed I was cancer free.,grateful,['Calm']
284,When I saw a snake and didn't know if it was poisonous. ,apprehensive,"['Anxiety', 'Fear']"
285,I lost my dog to bone cancer three years ago.,devastated,"['Distress', 'Helplessness', 'Panic']"
286,"A few years ago, I graduated college and took the test to earn my teacher certification. I passed, and was able to quickly get a job.",proud,['Calm']
287,I was in a back room and heard a noise everyone else was in bed so I thought maybe someone was in the house. ,afraid,"['Fear', 'Anxiety']"
288,"My parents threw a party for my for my 25th birthday. I had absolutely no idea it was happening,",surprised,"['Urgency', 'Anxiety']"
289,I felt this way when I discovered some old childhood toys and memories in my basement.,sentimental,"['Calm', 'Distress']"
290,"I had a job interview that I did really poorly at. I went over all the questions they asked and fixed my answers. For my next interview, they asked very similar questions, and I did much better and got the job.",prepared,"['Calm', 'Urgency']"
291,"Last December, I got my puppy, Churro. It was one of the best days of my life, and I am so happy I have her.",joyful,['Calm']
292,"When I was zip-lining in Thailand, a tree close by fell. A large piece of the branch hit the platform we were standing on. It was fine, but we were all eager to get to solid ground after that.",afraid,"['Fear', 'Anxiety']"
293,We went out to eat for my brother in law's birthday but we had to leave before it began because my son got upset by people,disappointed,"['Distress', 'Helplessness']"
294,At work today. I was not feeling that great so my coworker had to pick up the slack.,trusting,['Calm']
295,I just upgraded the turbo on my car. I wanted more power but I'm happy.,content,['Calm']
296,I just hired four new people to work for me. Two all ready quit because the job was just to hard for them.,disappointed,"['Distress', 'Helplessness']"
297,"I am making plans for the weekend with some friends, they want to do something that costs a lot of money, which I have saved for a few months to do. It is supposed to rain and I can't afford to do that and something else in the event it rains.",embarrassed,"['Distress', 'Helplessness']"
